"RESULT"
"STATUS","0"
"ERROR_MSG","正常に終了しました。"
"DATE","2020-07-06T12:34:22.986+09:00"
"RESULT_INF"
"FROM_NUMBER","1"
"TO_NUMBER","4430"
"STAT_INF"
"TABLE_INF","STAT_CODE","STAT_NAME","GOV_ORG_CODE","GOV_ORG_NAME","TABULATION_CATEGORY","TABULATION_SUB_CATEGORY1","TABULATION_SUB_CATEGORY2","TABULATION_SUB_CATEGORY3","TABULATION_SUB_CATEGORY4","TABULATION_SUB_CATEGORY5","TABULATION_CATEGORY_EXPLANATION","TABULATION_SUB_CATEGORY_EXPLANATION1","TABULATION_SUB_CATEGORY_EXPLANATION2","TABULATION_SUB_CATEGORY_EXPLANATION3","TABULATION_SUB_CATEGORY_EXPLANATION4","TABULATION_SUB_CATEGORY_EXPLANATION5","NO","TITLE","TABLE_EXPLANATION","TABLE_CATEGORY","TABLE_SUB_CATEGORY1","TABLE_SUB_CATEGORY2","TABLE_SUB_CATEGORY3","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","MAIN_CATEGORY_CODE","MAIN_CATEGORY","SUB_CATEGORY_CODE","SUB_CATEGORY"
"8003001175","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6343","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6343","","","1次メッシュ","M6343","","-","201510","2019-10-08","0","","5362","2019-10-08","02","人口・世帯","01","人口"
"8003001295","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6343","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6343","","","1次メッシュ","M6343","","-","201510","2019-10-08","0","","27576","2019-10-08","02","人口・世帯","01","人口"
"8003000938","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6439","その１　人口等基本集計に関する事項 1次メッシュ M6439","","","1次メッシュ","M6439","","-","201510","2019-10-08","0","","492","2019-10-08","02","人口・世帯","01","人口"
"8003001160","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6439","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6439","","","1次メッシュ","M6439","","-","201510","2019-10-08","0","","84","2019-10-08","02","人口・世帯","01","人口"
"8003001341","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6439","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6439","","","1次メッシュ","M6439","","-","201510","2019-10-08","0","","432","2019-10-08","02","人口・世帯","01","人口"
"8003000977","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6440","その１　人口等基本集計に関する事項 1次メッシュ M6440","","","1次メッシュ","M6440","","-","201510","2019-10-08","0","","90323","2019-10-08","02","人口・世帯","01","人口"
"8003001127","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6440","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6440","","","1次メッシュ","M6440","","-","201510","2019-10-08","0","","15421","2019-10-08","02","人口・世帯","01","人口"
"8003001351","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6440","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6440","","","1次メッシュ","M6440","","-","201510","2019-10-08","0","","79308","2019-10-08","02","人口・世帯","01","人口"
"8003000996","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6441","その１　人口等基本集計に関する事項 1次メッシュ M6441","","","1次メッシュ","M6441","","-","201510","2019-10-08","0","","282080","2019-10-08","02","人口・世帯","01","人口"
"8003001055","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6441","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6441","","","1次メッシュ","M6441","","-","201510","2019-10-08","0","","48160","2019-10-08","02","人口・世帯","01","人口"
"8003001320","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6441","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6441","","","1次メッシュ","M6441","","-","201510","2019-10-08","0","","247680","2019-10-08","02","人口・世帯","01","人口"
"8003001026","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6442","その１　人口等基本集計に関する事項 1次メッシュ M6442","","","1次メッシュ","M6442","","-","201510","2019-10-08","0","","68839","2019-10-08","02","人口・世帯","01","人口"
"8003001126","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6442","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6442","","","1次メッシュ","M6442","","-","201510","2019-10-08","0","","11753","2019-10-08","02","人口・世帯","01","人口"
"8003001333","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6442","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6442","","","1次メッシュ","M6442","","-","201510","2019-10-08","0","","60444","2019-10-08","02","人口・世帯","01","人口"
"8003001017","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6443","その１　人口等基本集計に関する事項 1次メッシュ M6443","","","1次メッシュ","M6443","","-","201510","2019-10-08","0","","175972","2019-10-08","02","人口・世帯","01","人口"
"8003001188","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6443","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6443","","","1次メッシュ","M6443","","-","201510","2019-10-08","0","","30044","2019-10-08","02","人口・世帯","01","人口"
"8003001241","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6443","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6443","","","1次メッシュ","M6443","","-","201510","2019-10-08","0","","154512","2019-10-08","02","人口・世帯","01","人口"
"8003000978","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6444","その１　人口等基本集計に関する事項 1次メッシュ M6444","","","1次メッシュ","M6444","","-","201510","2019-10-08","0","","59942","2019-10-08","02","人口・世帯","01","人口"
"8003001174","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6444","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6444","","","1次メッシュ","M6444","","-","201510","2019-10-08","0","","10234","2019-10-08","02","人口・世帯","01","人口"
"8003001316","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6444","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6444","","","1次メッシュ","M6444","","-","201510","2019-10-08","0","","52632","2019-10-08","02","人口・世帯","01","人口"
"8003000916","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6445","その１　人口等基本集計に関する事項 1次メッシュ M6445","","","1次メッシュ","M6445","","-","201510","2019-10-08","0","","22140","2019-10-08","02","人口・世帯","01","人口"
"8003001146","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6445","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6445","","","1次メッシュ","M6445","","-","201510","2019-10-08","0","","3780","2019-10-08","02","人口・世帯","01","人口"
"8003001342","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6445","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6445","","","1次メッシュ","M6445","","-","201510","2019-10-08","0","","19440","2019-10-08","02","人口・世帯","01","人口"
"8003000962","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6540","その１　人口等基本集計に関する事項 1次メッシュ M6540","","","1次メッシュ","M6540","","-","201510","2019-10-08","0","","779","2019-10-08","02","人口・世帯","01","人口"
"8003001201","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6540","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6540","","","1次メッシュ","M6540","","-","201510","2019-10-08","0","","133","2019-10-08","02","人口・世帯","01","人口"
"8003001222","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6540","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6540","","","1次メッシュ","M6540","","-","201510","2019-10-08","0","","684","2019-10-08","02","人口・世帯","01","人口"
"8003000987","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6541","その１　人口等基本集計に関する事項 1次メッシュ M6541","","","1次メッシュ","M6541","","-","201510","2019-10-08","0","","88970","2019-10-08","02","人口・世帯","01","人口"
"8003001057","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6541","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6541","","","1次メッシュ","M6541","","-","201510","2019-10-08","0","","15190","2019-10-08","02","人口・世帯","01","人口"
"8003001304","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6541","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6541","","","1次メッシュ","M6541","","-","201510","2019-10-08","0","","78120","2019-10-08","02","人口・世帯","01","人口"
"8003001018","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6542","その１　人口等基本集計に関する事項 1次メッシュ M6542","","","1次メッシュ","M6542","","-","201510","2019-10-08","0","","170601","2019-10-08","02","人口・世帯","01","人口"
"8003001077","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6542","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6542","","","1次メッシュ","M6542","","-","201510","2019-10-08","0","","29127","2019-10-08","02","人口・世帯","01","人口"
"8003001208","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6542","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6542","","","1次メッシュ","M6542","","-","201510","2019-10-08","0","","149796","2019-10-08","02","人口・世帯","01","人口"
"8003000979","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6543","その１　人口等基本集計に関する事項 1次メッシュ M6543","","","1次メッシュ","M6543","","-","201510","2019-10-08","0","","70397","2019-10-08","02","人口・世帯","01","人口"
"8003001176","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6543","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6543","","","1次メッシュ","M6543","","-","201510","2019-10-08","0","","12019","2019-10-08","02","人口・世帯","01","人口"
"8003001261","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6543","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6543","","","1次メッシュ","M6543","","-","201510","2019-10-08","0","","61812","2019-10-08","02","人口・世帯","01","人口"
"8003001039","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6544","その１　人口等基本集計に関する事項 1次メッシュ M6544","","","1次メッシュ","M6544","","-","201510","2019-10-08","0","","123205","2019-10-08","02","人口・世帯","01","人口"
"8003001128","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6544","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6544","","","1次メッシュ","M6544","","-","201510","2019-10-08","0","","21035","2019-10-08","02","人口・世帯","01","人口"
"8003001209","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6544","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6544","","","1次メッシュ","M6544","","-","201510","2019-10-08","0","","108180","2019-10-08","02","人口・世帯","01","人口"
"8003000939","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6545","その１　人口等基本集計に関する事項 1次メッシュ M6545","","","1次メッシュ","M6545","","-","201510","2019-10-08","0","","29643","2019-10-08","02","人口・世帯","01","人口"
"8003001136","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6545","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6545","","","1次メッシュ","M6545","","-","201510","2019-10-08","0","","5061","2019-10-08","02","人口・世帯","01","人口"
"8003001322","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6545","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6545","","","1次メッシュ","M6545","","-","201510","2019-10-08","0","","26028","2019-10-08","02","人口・世帯","01","人口"
"8003000949","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6641","その１　人口等基本集計に関する事項 1次メッシュ M6641","","","1次メッシュ","M6641","","-","201510","2019-10-08","0","","18491","2019-10-08","02","人口・世帯","01","人口"
"8003001161","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6641","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6641","","","1次メッシュ","M6641","","-","201510","2019-10-08","0","","3157","2019-10-08","02","人口・世帯","01","人口"
"8003001321","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6641","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6641","","","1次メッシュ","M6641","","-","201510","2019-10-08","0","","16236","2019-10-08","02","人口・世帯","01","人口"
"8003000948","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6642","その１　人口等基本集計に関する事項 1次メッシュ M6642","","","1次メッシュ","M6642","","-","201510","2019-10-08","0","","72857","2019-10-08","02","人口・世帯","01","人口"
"8003001108","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6642","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6642","","","1次メッシュ","M6642","","-","201510","2019-10-08","0","","12439","2019-10-08","02","人口・世帯","01","人口"
"8003001276","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6642","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6642","","","1次メッシュ","M6642","","-","201510","2019-10-08","0","","63972","2019-10-08","02","人口・世帯","01","人口"
"8003001006","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6643","その１　人口等基本集計に関する事項 1次メッシュ M6643","","","1次メッシュ","M6643","","-","201510","2019-10-08","0","","49528","2019-10-08","02","人口・世帯","01","人口"
"8003001115","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6643","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6643","","","1次メッシュ","M6643","","-","201510","2019-10-08","0","","8456","2019-10-08","02","人口・世帯","01","人口"
"8003001352","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6643","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6643","","","1次メッシュ","M6643","","-","201510","2019-10-08","0","","43488","2019-10-08","02","人口・世帯","01","人口"
"8003001050","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6644","その１　人口等基本集計に関する事項 1次メッシュ M6644","","","1次メッシュ","M6644","","-","201510","2019-10-08","0","","11726","2019-10-08","02","人口・世帯","01","人口"
"8003001067","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6644","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6644","","","1次メッシュ","M6644","","-","201510","2019-10-08","0","","2002","2019-10-08","02","人口・世帯","01","人口"
"8003001234","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6644","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6644","","","1次メッシュ","M6644","","-","201510","2019-10-08","0","","10296","2019-10-08","02","人口・世帯","01","人口"
"8003000907","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6645","その１　人口等基本集計に関する事項 1次メッシュ M6645","","","1次メッシュ","M6645","","-","201510","2019-10-08","0","","2460","2019-10-08","02","人口・世帯","01","人口"
"8003001116","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6645","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6645","","","1次メッシュ","M6645","","-","201510","2019-10-08","0","","420","2019-10-08","02","人口・世帯","01","人口"
"8003001235","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6645","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6645","","","1次メッシュ","M6645","","-","201510","2019-10-08","0","","2160","2019-10-08","02","人口・世帯","01","人口"
"8003000997","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6741","その１　人口等基本集計に関する事項 1次メッシュ M6741","","","1次メッシュ","M6741","","-","201510","2019-10-08","0","","28659","2019-10-08","02","人口・世帯","01","人口"
"8003001076","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6741","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6741","","","1次メッシュ","M6741","","-","201510","2019-10-08","0","","4893","2019-10-08","02","人口・世帯","01","人口"
"8003001262","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6741","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6741","","","1次メッシュ","M6741","","-","201510","2019-10-08","0","","25164","2019-10-08","02","人口・世帯","01","人口"
"8003001040","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6742","その１　人口等基本集計に関する事項 1次メッシュ M6742","","","1次メッシュ","M6742","","-","201510","2019-10-08","0","","24067","2019-10-08","02","人口・世帯","01","人口"
"8003001162","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6742","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6742","","","1次メッシュ","M6742","","-","201510","2019-10-08","0","","4109","2019-10-08","02","人口・世帯","01","人口"
"8003001288","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6742","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6742","","","1次メッシュ","M6742","","-","201510","2019-10-08","0","","21132","2019-10-08","02","人口・世帯","01","人口"
"8003001041","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6840","その１　人口等基本集計に関する事項 1次メッシュ M6840","","","1次メッシュ","M6840","","-","201510","2019-10-08","0","","615","2019-10-08","02","人口・世帯","01","人口"
"8003001145","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6840","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6840","","","1次メッシュ","M6840","","-","201510","2019-10-08","0","","105","2019-10-08","02","人口・世帯","01","人口"
"8003001223","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6840","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6840","","","1次メッシュ","M6840","","-","201510","2019-10-08","0","","540","2019-10-08","02","人口・世帯","01","人口"
"8003000950","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6841","その１　人口等基本集計に関する事項 1次メッシュ M6841","","","1次メッシュ","M6841","","-","201510","2019-10-08","0","","9061","2019-10-08","02","人口・世帯","01","人口"
"8003001056","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6841","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6841","","","1次メッシュ","M6841","","-","201510","2019-10-08","0","","1547","2019-10-08","02","人口・世帯","01","人口"
"8003001263","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6841","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6841","","","1次メッシュ","M6841","","-","201510","2019-10-08","0","","7956","2019-10-08","02","人口・世帯","01","人口"
"8003001042","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6842","その１　人口等基本集計に関する事項 1次メッシュ M6842","","","1次メッシュ","M6842","","-","201510","2019-10-08","0","","984","2019-10-08","02","人口・世帯","01","人口"
"8003001183","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6842","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M6842","","","1次メッシュ","M6842","","-","201510","2019-10-08","0","","168","2019-10-08","02","人口・世帯","01","人口"
"8003001242","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(500Mメッシュ)","","","","","","","","","","","6842","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M6842","","","1次メッシュ","M6842","","-","201510","2019-10-08","0","","864","2019-10-08","02","人口・世帯","01","人口"
"8003001362","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3622","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M3622","","","1次メッシュ","M3622","","-","201510","2019-10-08","0","","720","2019-10-08","02","人口・世帯","01","人口"
"8003001606","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3622","その１　人口等基本集計に関する事項 1次メッシュ M3622","","","1次メッシュ","M3622","","-","201510","2019-10-08","0","","820","2019-10-08","02","人口・世帯","01","人口"
"8003001794","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3622","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M3622","","","1次メッシュ","M3622","","-","201510","2019-10-08","0","","140","2019-10-08","02","人口・世帯","01","人口"
"8003001476","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3623","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M3623","","","1次メッシュ","M3623","","-","201510","2019-10-08","0","","4536","2019-10-08","02","人口・世帯","01","人口"
"8003001502","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3623","その１　人口等基本集計に関する事項 1次メッシュ M3623","","","1次メッシュ","M3623","","-","201510","2019-10-08","0","","5166","2019-10-08","02","人口・世帯","01","人口"
"8003001661","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3623","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M3623","","","1次メッシュ","M3623","","-","201510","2019-10-08","0","","882","2019-10-08","02","人口・世帯","01","人口"
"8003001460","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3624","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M3624","","","1次メッシュ","M3624","","-","201510","2019-10-08","0","","21420","2019-10-08","02","人口・世帯","01","人口"
"8003001543","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3624","その１　人口等基本集計に関する事項 1次メッシュ M3624","","","1次メッシュ","M3624","","-","201510","2019-10-08","0","","24395","2019-10-08","02","人口・世帯","01","人口"
"8003001760","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3624","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M3624","","","1次メッシュ","M3624","","-","201510","2019-10-08","0","","4165","2019-10-08","02","人口・世帯","01","人口"
"8003000428","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3653","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M3653","","","1次メッシュ","M3653","","-","201510","2019-10-08","0","","36","2019-10-08","02","人口・世帯","01","人口"
"8003001638","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3653","その１　人口等基本集計に関する事項 1次メッシュ M3653","","","1次メッシュ","M3653","","-","201510","2019-10-08","0","","41","2019-10-08","02","人口・世帯","01","人口"
"8003001703","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3653","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M3653","","","1次メッシュ","M3653","","-","201510","2019-10-08","0","","7","2019-10-08","02","人口・世帯","01","人口"
"8003001421","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3724","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M3724","","","1次メッシュ","M3724","","-","201510","2019-10-08","0","","468","2019-10-08","02","人口・世帯","01","人口"
"8003001514","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3724","その１　人口等基本集計に関する事項 1次メッシュ M3724","","","1次メッシュ","M3724","","-","201510","2019-10-08","0","","533","2019-10-08","02","人口・世帯","01","人口"
"8003001756","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3724","その３　従業地・通学地集計及び世帯構造等基本集計に関する事項 1次メッシュ M3724","","","1次メッシュ","M3724","","-","201510","2019-10-08","0","","91","2019-10-08","02","人口・世帯","01","人口"
"8003001477","00200521","国勢調査","00200","総務省","平成２７年国勢調査","世界測地系(250Mメッシュ)","","","","","","","","","","","3725","その２　人口移動集計及び就業状態等基本集計に関する事項 1次メッシュ M3725","","","1次メッシュ","M3725","","-","201510","2019-10-08","0","","33084","2019-10-08","02","人口・世帯","01","人口"
